,Subject,Stimulus,fbCCA,MSI,MEC,RG_logreg
105,022,Voronoi,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778
106,022,Static,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
107,022,MinContrast,1.0,0.6666666666666666,0.7777777777777778,0.7777777777777778
108,022,Worms,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.8888888888888888
109,022,Checkerboard,1.0,1.0,1.0,1.0
110,022,WoodGrain,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0
111,022,MaxContrast,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
112,023,Voronoi,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888
113,023,Static,0.5555555555555556,0.5555555555555556,0.4444444444444444,1.0
114,023,MinContrast,0.7777777777777778,0.6666666666666666,0.8888888888888888,1.0
115,023,Worms,0.7777777777777778,0.6666666666666666,0.8888888888888888,1.0
116,023,Checkerboard,1.0,0.8888888888888888,1.0,1.0
117,023,WoodGrain,0.8888888888888888,0.6666666666666666,0.7777777777777778,1.0
118,023,MaxContrast,1.0,0.8888888888888888,0.7777777777777778,1.0
119,024,Voronoi,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0
120,024,Static,0.6666666666666666,0.6666666666666666,0.7777777777777778,1.0
121,024,MinContrast,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888
122,024,Worms,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
123,024,Checkerboard,0.7777777777777778,0.3333333333333333,0.8888888888888888,0.8888888888888888
124,024,WoodGrain,0.6666666666666666,0.6666666666666666,0.4444444444444444,1.0
125,024,MaxContrast,1.0,0.6666666666666666,0.7777777777777778,1.0
126,025,Voronoi,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888
127,025,Static,0.5555555555555556,0.4444444444444444,0.6666666666666666,0.8888888888888888
128,025,MinContrast,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0
129,025,Worms,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.8888888888888888
130,025,Checkerboard,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.8888888888888888
131,025,WoodGrain,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666
132,025,MaxContrast,0.8888888888888888,0.6666666666666666,0.6666666666666666,1.0
133,026,Voronoi,0.8888888888888888,1.0,1.0,1.0
134,026,Static,0.8888888888888888,0.8888888888888888,1.0,0.7777777777777778
135,026,MinContrast,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888
136,026,Worms,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778
137,026,Checkerboard,1.0,1.0,0.6666666666666666,0.8888888888888888
138,026,WoodGrain,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
139,026,MaxContrast,1.0,1.0,1.0,0.7777777777777778
140,027,Voronoi,0.8888888888888888,0.7777777777777778,0.8888888888888888,1.0
141,027,Static,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.7777777777777778
142,027,MinContrast,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.7777777777777778
143,027,Worms,0.7777777777777778,0.5555555555555556,0.5555555555555556,0.6666666666666666
144,027,Checkerboard,1.0,0.5555555555555556,0.6666666666666666,0.8888888888888888
145,027,WoodGrain,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.7777777777777778
146,027,MaxContrast,1.0,0.7777777777777778,0.6666666666666666,0.7777777777777778
147,028,Voronoi,0.8888888888888888,0.7777777777777778,0.7777777777777778,1.0
148,028,Static,1.0,0.6666666666666666,0.8888888888888888,1.0
149,028,MinContrast,1.0,0.6666666666666666,0.6666666666666666,0.8888888888888888
150,028,Worms,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.8888888888888888
151,028,Checkerboard,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778
152,028,WoodGrain,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888
153,028,MaxContrast,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888
154,029,Voronoi,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.5555555555555556
155,029,Static,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.8888888888888888
156,029,MinContrast,0.8888888888888888,0.7777777777777778,0.5555555555555556,0.8888888888888888
157,029,Worms,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.6666666666666666
158,029,Checkerboard,1.0,0.6666666666666666,0.8888888888888888,1.0
159,029,WoodGrain,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666
160,029,MaxContrast,0.8888888888888888,0.6666666666666666,0.4444444444444444,0.8888888888888888
161,030,Voronoi,1.0,1.0,1.0,0.8888888888888888
162,030,Static,1.0,0.6666666666666666,0.8888888888888888,1.0
163,030,MinContrast,0.8888888888888888,0.6666666666666666,0.8888888888888888,1.0
164,030,Worms,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
165,030,Checkerboard,0.8888888888888888,0.7777777777777778,0.8888888888888888,1.0
166,030,WoodGrain,0.7777777777777778,0.7777777777777778,0.6666666666666666,1.0
167,030,MaxContrast,0.8888888888888888,0.6666666666666666,0.8888888888888888,1.0
168,031,Voronoi,1.0,0.6666666666666666,1.0,0.8888888888888888
169,031,Static,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
170,031,MinContrast,1.0,0.7777777777777778,0.8888888888888888,1.0
171,031,Worms,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777778
172,031,Checkerboard,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0
173,031,WoodGrain,1.0,1.0,0.7777777777777778,0.7777777777777778
174,031,MaxContrast,1.0,0.6666666666666666,0.7777777777777778,0.8888888888888888
175,033,Voronoi,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.5555555555555556
176,033,Static,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666
177,033,MinContrast,1.0,0.6666666666666666,0.8888888888888888,0.7777777777777778
178,033,Worms,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888
179,033,Checkerboard,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666
180,033,WoodGrain,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.8888888888888888
181,033,MaxContrast,1.0,0.6666666666666666,1.0,0.8888888888888888
182,034,Voronoi,1.0,0.6666666666666666,0.7777777777777778,0.7777777777777778
183,034,Static,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.7777777777777778
184,034,MinContrast,0.5555555555555556,0.4444444444444444,0.5555555555555556,1.0
185,034,Worms,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.8888888888888888
186,034,Checkerboard,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.8888888888888888
187,034,WoodGrain,0.7777777777777778,0.6666666666666666,0.7777777777777778,1.0
188,034,MaxContrast,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.6666666666666666
189,035,Voronoi,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6666666666666666
190,035,Static,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.8888888888888888
191,035,MinContrast,1.0,0.7777777777777778,0.7777777777777778,1.0
192,035,Worms,0.8888888888888888,0.8888888888888888,0.6666666666666666,0.7777777777777778
193,035,Checkerboard,1.0,0.6666666666666666,0.7777777777777778,1.0
194,035,WoodGrain,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.8888888888888888
195,035,MaxContrast,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.7777777777777778
196,036,Voronoi,1.0,0.8888888888888888,1.0,0.7777777777777778
197,036,Static,0.8888888888888888,0.7777777777777778,0.6666666666666666,1.0
198,036,MinContrast,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778
199,036,Worms,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.8888888888888888
200,036,Checkerboard,1.0,0.6666666666666666,0.7777777777777778,1.0
201,036,WoodGrain,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8888888888888888
202,036,MaxContrast,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.6666666666666666
