,Subject,Stimulus,fbCCA,MSI,MEC,RG_logreg
0,003,Voronoi,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888
1,003,Static,0.6666666666666666,0.4444444444444444,0.7777777777777778,0.8888888888888888
2,003,MinContrast,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.8888888888888888
3,003,Worms,0.7777777777777778,0.6666666666666666,0.6666666666666666,1.0
4,003,Checkerboard,1.0,0.8888888888888888,1.0,1.0
5,003,WoodGrain,0.7777777777777778,0.5555555555555556,0.7777777777777778,0.8888888888888888
6,003,MaxContrast,1.0,0.6666666666666666,1.0,1.0
7,004,Voronoi,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666
8,004,Static,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.6666666666666666
9,004,MinContrast,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.8888888888888888
10,004,Worms,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.8888888888888888
11,004,Checkerboard,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.8888888888888888
12,004,WoodGrain,0.6666666666666666,0.6666666666666666,0.7777777777777778,1.0
13,004,MaxContrast,1.0,0.5555555555555556,0.7777777777777778,0.6666666666666666
14,005,Voronoi,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888
15,005,Static,1.0,0.6666666666666666,0.7777777777777778,0.7777777777777778
16,005,MinContrast,1.0,0.5555555555555556,0.8888888888888888,0.7777777777777778
17,005,Worms,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
18,005,Checkerboard,1.0,0.6666666666666666,0.8888888888888888,1.0
19,005,WoodGrain,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666
20,005,MaxContrast,1.0,0.7777777777777778,0.8888888888888888,1.0
21,007,Voronoi,1.0,0.6666666666666666,0.8888888888888888,1.0
22,007,Static,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.8888888888888888
23,007,MinContrast,1.0,0.6666666666666666,1.0,1.0
24,007,Worms,1.0,0.6666666666666666,0.7777777777777778,0.8888888888888888
25,007,Checkerboard,1.0,0.7777777777777778,0.6666666666666666,1.0
26,007,WoodGrain,0.7777777777777778,0.6666666666666666,0.7777777777777778,1.0
27,007,MaxContrast,0.8888888888888888,0.7777777777777778,1.0,1.0
28,008,Voronoi,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.8888888888888888
29,008,Static,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.8888888888888888
30,008,MinContrast,0.8888888888888888,0.6666666666666666,0.6666666666666666,1.0
31,008,Worms,0.8888888888888888,0.6666666666666666,0.5555555555555556,0.8888888888888888
32,008,Checkerboard,0.8888888888888888,0.5555555555555556,0.6666666666666666,1.0
33,008,WoodGrain,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.7777777777777778
34,008,MaxContrast,1.0,0.7777777777777778,0.7777777777777778,0.8888888888888888
35,006,Voronoi,0.8888888888888888,0.7777777777777778,0.8888888888888888,1.0
36,006,Static,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
37,006,MinContrast,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888
38,006,Worms,1.0,0.6666666666666666,0.6666666666666666,1.0
39,006,Checkerboard,1.0,0.7777777777777778,0.7777777777777778,1.0
40,006,WoodGrain,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
41,006,MaxContrast,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8888888888888888
42,009,Voronoi,1.0,0.3333333333333333,0.6666666666666666,0.8888888888888888
43,009,Static,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.6666666666666666
44,009,MinContrast,0.5555555555555556,0.3333333333333333,0.5555555555555556,0.8888888888888888
45,009,Worms,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.8888888888888888
46,009,Checkerboard,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.8888888888888888
47,009,WoodGrain,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.7777777777777778
48,009,MaxContrast,1.0,0.6666666666666666,0.6666666666666666,1.0
49,010,Voronoi,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888
50,010,Static,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7777777777777778
51,010,MinContrast,1.0,0.6666666666666666,0.7777777777777778,0.6666666666666666
52,010,Worms,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.5555555555555556
53,010,Checkerboard,1.0,0.8888888888888888,0.8888888888888888,1.0
54,010,WoodGrain,1.0,0.7777777777777778,0.8888888888888888,0.6666666666666666
55,010,MaxContrast,1.0,1.0,0.7777777777777778,0.8888888888888888
56,011,Voronoi,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8888888888888888
57,011,Static,1.0,0.6666666666666666,0.6666666666666666,0.8888888888888888
58,011,MinContrast,1.0,0.6666666666666666,0.7777777777777778,0.8888888888888888
59,011,Worms,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.8888888888888888
60,011,Checkerboard,0.8888888888888888,0.8888888888888888,0.7777777777777778,1.0
61,011,WoodGrain,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8888888888888888
62,011,MaxContrast,1.0,0.7777777777777778,0.7777777777777778,1.0
63,012,Voronoi,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778
64,012,Static,1.0,0.6666666666666666,0.7777777777777778,1.0
65,012,MinContrast,0.7777777777777778,0.7777777777777778,0.6666666666666666,1.0
66,012,Worms,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.8888888888888888
67,012,Checkerboard,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888
68,012,WoodGrain,0.8888888888888888,0.7777777777777778,1.0,0.8888888888888888
69,012,MaxContrast,0.8888888888888888,0.7777777777777778,0.7777777777777778,1.0
70,015,Voronoi,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.6666666666666666
71,015,Static,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.5555555555555556
72,015,MinContrast,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.8888888888888888
73,015,Worms,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.8888888888888888
74,015,Checkerboard,0.5555555555555556,0.7777777777777778,0.3333333333333333,1.0
75,015,WoodGrain,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.7777777777777778
76,015,MaxContrast,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6666666666666666
77,016,Voronoi,1.0,0.6666666666666666,1.0,1.0
78,016,Static,0.8888888888888888,0.6666666666666666,0.7777777777777778,1.0
79,016,MinContrast,1.0,0.8888888888888888,1.0,0.8888888888888888
80,016,Worms,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888
81,016,Checkerboard,1.0,0.6666666666666666,1.0,1.0
82,016,WoodGrain,1.0,0.6666666666666666,0.7777777777777778,1.0
83,016,MaxContrast,0.8888888888888888,0.6666666666666666,0.8888888888888888,1.0
84,019,Voronoi,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888
85,019,Static,0.7777777777777778,0.7777777777777778,0.7777777777777778,1.0
86,019,MinContrast,1.0,0.6666666666666666,1.0,1.0
87,019,Worms,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.8888888888888888
88,019,Checkerboard,0.8888888888888888,0.6666666666666666,0.7777777777777778,1.0
89,019,WoodGrain,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.8888888888888888
90,019,MaxContrast,1.0,0.7777777777777778,0.8888888888888888,0.8888888888888888
91,020,Voronoi,1.0,0.8888888888888888,0.6666666666666666,0.6666666666666666
92,020,Static,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778
93,020,MinContrast,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666
94,020,Worms,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8888888888888888
95,020,Checkerboard,0.8888888888888888,0.6666666666666666,0.7777777777777778,1.0
96,020,WoodGrain,1.0,0.8888888888888888,0.6666666666666666,0.7777777777777778
97,020,MaxContrast,1.0,0.8888888888888888,1.0,1.0
98,021,Voronoi,1.0,0.7777777777777778,0.7777777777777778,0.6666666666666666
99,021,Static,1.0,0.7777777777777778,0.8888888888888888,0.8888888888888888
100,021,MinContrast,1.0,0.6666666666666666,0.8888888888888888,0.8888888888888888
101,021,Worms,1.0,0.6666666666666666,0.6666666666666666,0.7777777777777778
102,021,Checkerboard,1.0,0.7777777777777778,0.8888888888888888,1.0
103,021,WoodGrain,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8888888888888888
104,021,MaxContrast,1.0,1.0,1.0,1.0
